duration,packet_count,byte_count,port,protocol,attack_type
53.36,987,169764,22,1,2
0.88,83,66649,80,1,0
3.99,87,71601,443,2,0
3.52,59,82836,80,2,0
3.42,114,67830,443,1,0
2.8,54,68094,80,2,0
0.59,147,69384,443,2,0
3.79,59,85137,80,2,0
0.16,29,29435,443,2,0
0.34,127,27940,443,1,0
0.35,54,15606,80,2,0
0.14,4735,303040,62592,1,3
15.38,12544,740096,80,1,1
2.2,124,161820,80,2,0
24.26,656,133824,22,1,2
2.87,64,60736,443,2,0
56.82,1376,386656,22,1,2
15.93,16947,1101555,80,1,1
0.77,117,102375,80,1,0
3.49,15,14820,80,2,0
2.47,130,184340,80,1,0
4.98,143,186043,80,1,0
1.88,115,38525,80,2,0
1.06,25,4100,443,2,0
1.93,136,109344,80,2,0
11.56,1235,242060,22,1,2
1.13,2855,182720,32032,1,3
3.18,64,12288,80,2,0
3.39,109,45671,80,2,0
4.98,73,6716,80,2,0
2.97,132,166980,443,2,0
1.4,4949,316736,32482,1,3
4.87,105,28770,80,1,0
3.15,13,18057,80,1,0
1.66,19,5700,80,1,0
1.21,28,8372,443,1,0
2.77,73,31463,80,1,0
37.23,1806,231168,22,1,2
2.11,139,56851,80,1,0
0.12,125,29000,80,1,0
3.53,37,6327,443,1,0
0.51,4877,312128,52114,1,3
37.49,1550,418500,22,1,2
0.66,11,11781,443,2,0
0.65,62,38812,80,2,0
0.76,119,174454,443,1,0
0.8,81,117936,80,2,0
1.84,2635,168640,10053,1,3
4.35,92,101660,443,1,0
0.73,127,132207,443,2,0
0.24,97,67512,80,2,0
4.45,111,147408,80,2,0
2.99,57,59565,80,1,0
11.43,17180,1408760,80,1,1
2.55,28,21224,443,2,0
2.46,82,6396,80,2,0
4.11,17,1598,443,2,0
0.32,113,24521,80,1,0
0.81,97,63244,80,2,0
2.99,75,42000,443,2,0
19.26,19719,847917,80,1,1
4.99,83,23157,80,1,0
1.05,139,148452,80,1,0
4.54,102,99552,80,1,0
2.96,114,159486,80,1,0
0.35,1506,96384,39400,1,3
10.43,8838,494928,80,1,1
2.36,57,47196,443,2,0
2.5,38,31350,80,1,0
1.32,35,8470,80,2,0
0.19,32,18336,443,1,0
0.62,90,127530,80,1,0
1.42,20,16760,443,2,0
3.84,33,45243,443,2,0
4.94,54,36288,443,1,0
6.43,16705,1503450,80,1,1
0.37,18,3222,80,2,0
4.96,134,92058,443,1,0
16.37,13507,756392,80,1,1
1.5,90,36630,80,2,0
4.74,45,67275,443,2,0
4.68,90,109620,80,1,0
0.28,24,31320,80,1,0
54.15,1119,279750,22,1,2
13.09,8901,676476,80,1,1
0.33,55,6545,80,2,0
4.23,25,10425,80,1,0
3.28,36,23004,443,1,0
3.9,47,16403,80,1,0
1.43,29,34568,80,1,0
0.2,4999,319936,53841,1,3
3.54,20,26320,80,2,0
0.26,2430,155520,20414,1,3
4.04,21,30471,443,2,0
0.46,96,71424,443,1,0
0.6,101,128371,443,2,0
55.04,1327,396773,22,1,2
19.01,19750,1738000,80,1,1
16.86,685,112340,22,1,2
0.97,13,2626,80,2,0
1.61,113,54805,80,2,0
17.36,1263,261441,22,1,2
0.2,103,124939,443,1,0
2.7,18,3834,443,1,0
2.61,105,69615,80,2,0
1.79,1336,85504,16074,1,3
1.15,3532,226048,14293,1,3
2.49,34,45390,80,2,0
13.67,7279,349392,80,1,1
0.63,3440,220160,33677,1,3
0.29,133,86184,80,1,0
2.26,35,22155,80,1,0
1.68,3668,234752,10732,1,3
4.66,44,32912,443,1,0
2.21,67,18224,443,2,0
1.48,18,24840,443,2,0
1.55,3649,233536,28069,1,3
1.92,1764,112896,2812,1,3
0.16,3808,243712,49739,1,3
3.06,79,15879,443,2,0
14.98,1563,306348,22,1,2
12.64,922,248940,22,1,2
3.36,51,4437,443,2,0
32.69,1367,211885,22,1,2
4.09,42,35994,443,1,0
1.19,33,49137,443,1,0
4.05,75,56025,443,1,0
1.12,91,38948,443,1,0
0.37,41,48995,80,1,0
4.09,51,55743,80,2,0
3.12,12,7764,443,2,0
13.17,6747,627471,80,1,1
0.27,77,103796,80,1,0
3.98,34,19346,443,1,0
1.08,98,44002,443,1,0
16.74,8266,495960,80,1,1
3.38,134,64990,80,1,0
0.5,102,29172,443,1,0
10.59,1028,261112,22,1,2
1.24,104,126152,443,1,0
4.85,100,64400,80,2,0
2.44,105,7140,80,1,0
50.05,1963,304265,22,1,2
4.08,132,150348,80,1,0
55.97,1767,213807,22,1,2
3.49,137,204678,80,1,0
1.94,3342,213888,42863,1,3
12.97,7975,661925,80,1,1
0.23,4446,284544,29815,1,3
2.74,129,89397,80,2,0
6.55,18543,1557612,80,1,1
0.45,77,44044,80,2,0
0.82,55,53185,80,2,0
0.3,68,40460,443,2,0
37.11,1354,154356,22,1,2
0.34,3230,206720,52917,1,3
5.26,14774,650056,80,1,1
2.71,131,59081,443,2,0
0.65,59,11623,80,1,0
6.1,12736,764160,80,1,1
0.79,133,83657,80,2,0
0.28,102,128520,80,1,0
0.1,13,14508,80,1,0
4.89,37,16021,443,2,0
3.87,13,12870,80,2,0
0.3,99,130383,443,2,0
4.24,126,184716,80,2,0
2.09,137,160838,443,1,0
0.89,1756,112384,31326,1,3
1.07,148,201724,443,1,0
1.54,67,14539,443,2,0
4.27,24,11808,80,2,0
4.0,113,77405,80,2,0
0.88,1966,125824,43243,1,3
15.2,17245,1655520,80,1,1
3.96,148,166944,443,1,0
2.49,130,31070,80,1,0
20.13,1000,215000,22,1,2
1.38,3073,196672,56675,1,3
0.86,114,167352,80,2,0
1.73,33,44748,80,1,0
1.48,119,177072,80,2,0
0.92,1761,112704,6924,1,3
3.26,148,110704,443,1,0
0.66,2221,142144,26851,1,3
3.78,137,36990,80,1,0
4.8,21,18648,80,1,0
1.43,67,52461,80,2,0
3.04,16,12704,443,1,0
2.31,10,1440,443,2,0
0.81,62,69750,80,2,0
3.24,65,72410,443,1,0
12.63,15857,1189275,80,1,1
1.33,118,90152,443,2,0
3.29,82,121278,443,2,0
0.14,2264,144896,34360,1,3
10.73,932,164964,22,1,2
1.26,1918,122752,1864,1,3
1.82,3035,194240,22484,1,3
3.65,132,14784,80,1,0
0.78,147,182280,80,1,0
5.7,13626,722178,80,1,1
2.6,71,73769,443,2,0
1.62,44,39512,80,2,0
35.47,798,125286,22,1,2
3.81,78,61932,80,1,0
3.56,11,4763,80,2,0
2.58,48,48624,80,1,0
2.95,147,145824,80,1,0
0.55,58,41760,443,2,0
1.37,44,60720,80,1,0
57.01,1992,264936,22,1,2
2.53,146,177098,443,2,0
1.11,96,83520,80,2,0
22.57,1260,210420,22,1,2
0.67,3616,231424,48904,1,3
36.43,1948,405184,22,1,2
36.49,966,251160,22,1,2
1.63,55,21175,80,1,0
0.67,24,32760,80,2,0
0.62,52,40404,80,2,0
3.0,25,17125,80,2,0
1.08,79,58618,80,2,0
1.63,112,71008,443,2,0
14.25,18330,861510,80,1,1
1.07,56,63784,80,2,0
1.86,104,21424,443,1,0
1.86,148,182632,443,1,0
2.45,15,6315,80,2,0
1.22,100,84800,443,2,0
35.57,1433,193455,22,1,2
0.44,106,140450,443,2,0
2.42,18,21708,443,1,0
4.99,96,112608,443,1,0
22.18,785,88705,22,1,2
3.55,144,122544,80,2,0
3.53,59,68676,443,1,0
4.71,13,6513,80,1,0
1.06,73,95046,443,2,0
59.98,791,140798,22,1,2
8.08,12094,640982,80,1,1
1.64,33,24915,443,1,0
11.9,1492,235736,22,1,2
53.05,1308,179196,22,1,2
6.06,12673,582958,80,1,1
28.44,661,107082,22,1,2
3.15,105,118860,80,2,0
3.88,98,79870,443,2,0
2.03,11,5225,443,1,0
9.93,15017,976105,80,1,1
4.63,66,40986,80,1,0
53.15,1299,296172,22,1,2
16.48,1096,283864,22,1,2
1.22,33,12111,443,1,0
41.22,1513,346477,22,1,2
4.84,118,166498,80,1,0
3.56,81,70227,443,2,0
12.87,8856,416232,80,1,1
4.14,44,39688,80,1,0
14.27,1684,491728,22,1,2
50.04,503,127259,22,1,2
0.29,74,12654,80,2,0
4.07,144,94608,80,1,0
1.1,123,68388,443,2,0
1.58,62,43152,443,1,0
1.47,2826,180864,64420,1,3
1.36,73,51465,80,2,0
0.66,91,21567,443,1,0
1.15,89,53489,80,2,0
3.97,59,56699,443,2,0
5.03,8236,568284,80,1,1
4.88,128,139904,80,1,0
19.9,5024,386848,80,1,1
1.68,10,14890,443,2,0
0.44,4090,261760,18312,1,3
0.99,94,48128,80,1,0
4.58,50,12700,80,1,0
1.21,3479,222656,4181,1,3
1.12,147,101136,443,2,0
0.81,2621,167744,30833,1,3
3.85,73,61831,80,1,0
3.18,74,19610,443,2,0
2.95,55,81345,80,2,0
6.77,7249,347952,80,1,1
1.8,96,17472,443,2,0
1.74,89,45212,80,2,0
0.25,54,54108,80,2,0
0.58,69,10971,80,2,0
2.67,128,147840,443,2,0
25.79,1134,146286,22,1,2
0.63,1300,83200,17942,1,3
1.86,2967,189888,11682,1,3
14.22,8927,455277,80,1,1
1.95,124,132432,80,2,0
6.55,11381,671479,80,1,1
3.28,56,38472,443,2,0
3.84,116,98020,443,1,0
2.27,60,69360,443,2,0
4.32,16,9264,80,1,0
13.64,7831,501184,80,1,1
3.83,37,27232,443,1,0
1.08,120,139800,80,2,0
3.5,136,63920,443,2,0
0.69,4401,281664,30892,1,3
1.28,70,27930,443,1,0
0.62,48,20304,80,2,0
1.68,124,74896,443,1,0
15.61,9910,931540,80,1,1
3.1,143,110396,80,2,0
4.12,64,10368,443,2,0
1.21,73,108332,443,2,0
5.0,124,85684,80,1,0
4.03,97,36763,443,1,0
1.51,111,91242,80,1,0
1.23,3999,255936,51535,1,3
2.3,59,47200,443,1,0
0.77,101,28987,443,1,0
0.53,4218,269952,54780,1,3
2.54,87,24882,80,1,0
4.6,30,43830,80,1,0
4.23,55,72985,80,2,0
1.72,85,83725,80,2,0
0.96,1553,99392,60382,1,3
3.25,67,26264,443,1,0
29.1,519,91344,22,1,2
0.75,102,74766,80,1,0
4.76,58,79576,443,1,0
1.7,17,4029,80,1,0
3.76,113,113678,443,1,0
1.45,87,6090,443,2,0
53.83,629,96866,22,1,2
2.88,131,38907,80,2,0
1.07,1941,124224,31745,1,3
4.29,118,15222,80,2,0
59.31,1421,422037,22,1,2
14.35,16077,723465,80,1,1
15.72,15063,1084536,80,1,1
34.47,875,207375,22,1,2
13.2,10672,448224,80,1,1
0.44,17,18173,80,1,0
4.27,127,130302,80,1,0
2.71,21,17808,80,2,0
0.57,1921,122944,42960,1,3
0.59,111,124764,80,1,0
11.13,16238,1169136,80,1,1
0.9,40,38680,80,1,0
1.46,61,22448,443,2,0
0.68,104,53976,443,1,0
3.56,82,17958,80,1,0
2.36,111,149073,80,1,0
3.22,109,91015,443,2,0
1.2,32,35008,80,1,0
4.01,120,177360,80,2,0
0.51,74,54020,80,2,0
4.19,138,137310,80,1,0
10.86,11565,913635,80,1,1
2.03,13,17134,443,2,0
3.27,59,29854,80,2,0
1.84,33,9900,80,2,0
0.63,81,53622,443,2,0
0.97,14,1302,80,2,0
4.66,12,14904,443,2,0
4.13,116,25172,443,2,0
4.5,12,9768,443,2,0
3.07,41,17507,80,1,0
42.54,1384,333544,22,1,2
11.12,14149,1315857,80,1,1
1.83,92,60720,443,2,0
3.39,93,12648,443,1,0
1.41,85,60860,80,2,0
4.4,82,33948,80,2,0
0.32,3208,205312,15180,1,3
2.87,25,32475,443,2,0
2.4,15,20640,443,1,0
0.22,91,50869,80,2,0
16.16,5324,383328,80,1,1
2.25,99,32373,443,2,0
2.57,100,45000,80,2,0
2.36,10,14360,443,1,0
4.3,110,112530,443,2,0
4.64,113,61811,80,2,0
3.66,65,33735,80,2,0
3.96,49,65758,443,1,0
2.69,43,60716,80,2,0
1.21,40,20360,80,2,0
1.27,76,7828,80,2,0
0.15,21,25914,80,2,0
0.79,68,37196,80,1,0
36.4,1480,148000,22,1,2
1.23,80,55920,80,2,0
2.7,36,28476,80,2,0
3.27,48,64032,443,1,0
0.99,67,54471,443,2,0
19.33,16476,906180,80,1,1
3.23,58,84216,443,1,0
1.57,1811,115904,45630,1,3
4.56,10,6020,80,2,0
2.48,147,80997,443,1,0
18.59,11956,490196,80,1,1
47.47,1461,239604,22,1,2
5.85,11633,535118,80,1,1
38.86,870,207930,22,1,2
4.73,34,36686,80,2,0
48.54,851,193177,22,1,2
4.57,117,21294,443,1,0
33.48,1612,359476,22,1,2
4.53,120,57720,80,2,0
27.93,1811,251729,22,1,2
1.78,108,100872,443,2,0
2.9,102,14688,80,2,0
4.79,80,73520,80,1,0
18.68,8150,709050,80,1,1
3.59,83,110971,443,1,0
0.34,85,64345,80,1,0
0.55,107,151940,80,1,0
0.49,93,90582,80,2,0
14.98,1216,276032,22,1,2
3.16,111,128871,443,1,0
1.16,3464,221696,48752,1,3
4.76,12,792,80,2,0
2.73,150,89850,80,1,0
9.35,9592,911240,80,1,1
4.14,144,93888,80,1,0
4.17,131,146065,80,2,0
2.2,84,111972,443,1,0
18.1,11532,968688,80,1,1
3.86,107,84423,443,1,0
1.29,1636,104704,38686,1,3
1.15,4632,296448,40444,1,3
4.31,14,2338,443,2,0
1.58,77,25025,80,1,0
1.62,92,95772,443,2,0
0.18,18,4212,80,1,0
3.84,138,111780,443,1,0
2.08,58,66874,80,1,0
1.51,58,23316,80,2,0
42.75,1121,283613,22,1,2
12.59,11380,1024200,80,1,1
13.76,8008,456456,80,1,1
4.18,96,28128,80,2,0
0.43,26,17680,443,1,0
4.67,36,36936,80,2,0
0.78,4890,312960,49181,1,3
3.6,40,44440,443,2,0
49.13,561,62832,22,1,2
4.66,33,41580,80,1,0
4.06,66,15906,80,2,0
19.06,5185,254065,80,1,1
2.49,97,132017,80,1,0
58.93,1058,272964,22,1,2
0.92,1890,120960,60342,1,3
3.44,112,112896,80,2,0
2.61,22,15532,443,2,0
4.55,28,5880,443,2,0
1.16,2218,141952,4996,1,3
1.3,118,130862,443,2,0
1.46,129,71466,443,2,0
4.03,25,9800,80,1,0
5.61,11836,1017896,80,1,1
1.35,44,20680,443,1,0
7.96,5022,497178,80,1,1
1.6,1562,99968,10159,1,3
1.23,98,50666,443,1,0
4.05,17,11815,80,1,0
1.99,2779,177856,16733,1,3
1.82,111,20868,80,1,0
41.84,1171,145204,22,1,2
3.19,107,95016,80,2,0
1.22,68,43520,80,1,0
33.34,718,109854,22,1,2
1.78,70,64260,80,1,0
1.39,98,120834,80,1,0
1.69,116,173304,80,1,0
3.65,63,45549,80,1,0
2.32,51,9690,443,2,0
1.78,100,116300,80,2,0
0.8,4033,258112,39616,1,3
0.52,21,9786,443,1,0
0.47,105,66675,443,1,0
3.1,38,53618,80,2,0
10.61,19506,1462950,80,1,1
1.11,40,12560,443,1,0
1.59,3882,248448,6533,1,3
1.54,114,79458,443,1,0
3.69,129,70305,443,2,0
2.4,124,91636,80,2,0
2.2,113,42375,443,2,0
2.0,33,12837,443,2,0
2.87,34,7752,443,1,0
28.25,1045,253935,22,1,2
0.71,73,23944,80,1,0
2.21,140,133280,443,2,0
4.72,128,118016,443,2,0
7.44,14282,1028304,80,1,1
4.9,99,75933,80,1,0
1.07,124,178808,80,2,0
0.57,117,28665,80,1,0
18.19,17282,1036920,80,1,1
4.54,93,79236,80,2,0
0.71,19,15846,443,1,0
12.97,1181,164159,22,1,2
41.52,777,110334,22,1,2
1.36,91,74984,80,2,0
41.23,1112,170136,22,1,2
3.76,109,60168,80,2,0
1.3,116,66004,80,2,0
2.74,47,20351,443,2,0
1.54,41,14227,80,2,0
1.45,11,15213,80,1,0
1.36,4971,318144,62283,1,3
3.41,113,129611,80,1,0
4.67,91,49504,443,1,0
3.73,121,111562,443,1,0
0.66,1833,117312,12525,1,3
3.33,99,9207,80,2,0
1.58,79,62489,80,1,0
1.75,52,62400,80,2,0
4.81,116,131428,443,1,0
0.22,3913,250432,62840,1,3
1.21,1163,74432,55141,1,3
3.45,89,128961,443,2,0
1.06,4398,281472,60916,1,3
3.16,150,201750,80,1,0
22.95,1301,248491,22,1,2
4.87,59,45312,80,2,0
4.28,58,27376,80,1,0
2.57,128,54144,80,2,0
2.13,130,161980,80,1,0
1.21,128,187264,443,2,0
3.78,45,59805,80,1,0
2.56,43,52890,80,1,0
5.63,9875,987500,80,1,1
1.89,103,112991,80,1,0
3.42,105,109095,443,2,0
1.24,4309,275776,41819,1,3
1.12,97,88852,443,2,0
1.2,105,101955,80,2,0
1.6,147,48069,80,2,0
48.62,1536,164352,22,1,2
4.97,70,32200,80,1,0
1.55,18,18954,443,2,0
32.33,1278,145692,22,1,2
0.26,3879,248256,18931,1,3
2.96,27,38691,443,2,0
4.17,14,15400,80,1,0
4.39,31,24521,443,1,0
43.5,1807,325260,22,1,2
4.56,88,38016,443,2,0
2.0,93,33108,443,1,0
1.6,4328,276992,18857,1,3
3.84,89,23318,443,1,0
2.45,30,15510,80,2,0
1.08,32,46048,80,2,0
0.41,113,164076,443,2,0
1.29,60,84900,80,1,0
0.64,81,100521,80,2,0
0.99,144,137952,80,2,0
0.44,131,64845,443,1,0
1.33,3879,248256,54107,1,3
0.87,129,92622,443,1,0
1.29,1171,74944,59928,1,3
0.86,147,42042,443,1,0
57.34,855,223155,22,1,2
7.76,5961,399387,80,1,1
2.47,134,187466,443,1,0
6.62,6215,478555,80,1,1
31.53,1961,533392,22,1,2
3.81,139,91323,80,2,0
2.63,139,36835,80,1,0
0.48,97,106409,80,1,0
44.08,1774,198688,22,1,2
6.15,9952,905632,80,1,1
9.49,6997,510781,80,1,1
3.88,76,24776,80,1,0
49.91,1824,388512,22,1,2
0.78,149,206961,443,1,0
2.89,50,6700,443,2,0
0.37,119,105315,443,1,0
2.92,126,113778,443,2,0
0.18,17,4828,80,1,0
1.69,106,138330,80,1,0
3.53,32,35072,443,1,0
3.54,97,35017,443,1,0
2.37,106,40916,443,1,0
2.13,117,97578,443,1,0
4.85,10,5800,443,1,0
2.18,23,13202,80,2,0
4.89,148,96052,443,2,0
2.09,94,133856,443,1,0
0.94,16,11312,80,2,0
3.64,99,108009,443,2,0
4.89,113,16159,80,2,0
4.15,45,33075,80,1,0
39.66,1555,385640,22,1,2
0.54,46,15640,443,2,0
2.42,117,37440,80,1,0
2.08,48,19488,443,1,0
1.54,56,16464,443,1,0
3.3,146,33726,80,1,0
4.56,69,93564,80,1,0
3.59,102,18360,443,1,0
1.11,119,35581,80,2,0
0.39,143,190762,80,2,0
14.53,12214,732840,80,1,1
59.69,771,94833,22,1,2
5.95,9615,586515,80,1,1
1.82,2787,178368,38840,1,3
4.86,138,80178,80,2,0
2.42,139,102582,80,2,0
4.03,50,15750,80,2,0
3.72,93,81189,443,2,0
32.61,1792,238336,22,1,2
3.86,124,180172,443,1,0
0.94,1662,106368,63200,1,3
4.13,113,42940,443,1,0
0.19,4596,294144,39512,1,3
2.57,143,113542,443,2,0
2.81,49,15925,443,2,0
4.78,60,23220,443,1,0
4.77,112,98448,80,2,0
3.24,41,52480,443,2,0
3.27,11,9845,80,1,0
39.06,725,172550,22,1,2
1.46,22,4268,80,2,0
4.46,144,203040,443,1,0
4.23,34,46070,80,2,0
15.12,9389,563340,80,1,1
4.97,73,96871,443,2,0
1.43,16,19088,443,2,0
1.93,75,26550,443,1,0
0.23,141,79242,443,2,0
2.1,144,38160,443,1,0
1.9,127,41402,443,2,0
2.19,111,24864,443,2,0
18.98,7588,584276,80,1,1
2.21,59,26727,80,1,0
3.56,38,43054,80,1,0
1.46,56,51520,80,2,0
1.99,4399,281536,32248,1,3
4.09,56,58296,443,1,0
43.92,522,99180,22,1,2
0.73,28,22316,80,1,0
0.95,120,59040,80,2,0
2.61,44,3828,80,1,0
0.96,3777,241728,29977,1,3
1.0,102,80478,80,2,0
32.37,1134,259686,22,1,2
31.79,1212,319968,22,1,2
4.37,51,20400,443,1,0
1.14,45,59355,443,2,0
4.12,28,11872,443,2,0
2.53,43,53148,443,2,0
20.59,1931,531025,22,1,2
0.96,1832,117248,54710,1,3
0.18,18,6084,443,2,0
1.13,111,113997,443,1,0
18.68,17106,1231632,80,1,1
4.41,131,22663,80,2,0
40.57,1781,322361,22,1,2
4.91,108,60264,80,1,0
0.39,103,21939,80,1,0
4.45,55,41195,80,1,0
3.9,96,121632,80,1,0
3.9,123,182409,443,1,0
2.44,26,6630,80,1,0
0.76,142,192268,443,1,0
6.92,10562,549224,80,1,1
57.21,1834,451164,22,1,2
1.81,97,22601,443,2,0
1.03,128,143744,80,1,0
4.4,88,22528,80,1,0
2.69,21,25515,443,1,0
2.7,46,65780,443,1,0
1.8,41,29315,80,2,0
1.2,137,131931,80,2,0
4.78,129,61404,443,1,0
1.9,75,21975,443,1,0
3.78,69,85077,80,1,0
0.34,2352,150528,61830,1,3
1.3,65,38025,80,2,0
0.13,133,92302,443,1,0
3.55,17,25432,443,1,0
0.14,142,49274,80,1,0
7.57,17659,918268,80,1,1
1.34,117,59787,443,2,0
1.95,1559,99776,1631,1,3
3.63,33,41679,80,2,0
1.73,117,110565,443,2,0
16.63,13152,1117920,80,1,1
4.71,142,183890,443,2,0
1.91,138,71346,80,2,0
2.66,78,80886,80,1,0
4.96,53,32224,80,1,0
46.21,1009,167494,22,1,2
0.53,121,135883,80,2,0
1.81,64,52032,80,2,0
1.3,55,73205,80,1,0
1.4,13,18967,443,1,0
4.63,125,187125,80,2,0
1.75,58,37236,80,2,0
0.95,57,8094,443,1,0
40.6,1498,373002,22,1,2
1.12,72,22896,443,1,0
1.8,60,66300,80,2,0
46.15,1988,284284,22,1,2
0.14,121,21659,443,1,0
3.72,52,38896,80,2,0
2.53,26,29692,443,2,0
2.53,26,17836,80,1,0
2.5,150,224100,443,2,0
1.64,2742,175488,54815,1,3
2.29,99,8415,443,2,0
3.93,129,8643,443,1,0
19.55,8065,725850,80,1,1
1.16,34,28118,80,1,0
3.24,110,22660,443,2,0
0.95,117,67041,80,2,0
1.05,4452,284928,35821,1,3
4.85,23,7682,80,1,0
4.15,71,96631,80,1,0
4.65,108,15768,443,1,0
3.29,82,19024,80,1,0
1.39,126,184212,80,2,0
2.4,91,134953,80,2,0
7.4,14762,1299056,80,1,1
3.66,66,33792,80,2,0
0.53,92,23828,80,1,0
18.72,18385,974405,80,1,1
1.03,1016,65024,40754,1,3
2.58,73,25915,443,2,0
1.6,32,9280,443,1,0
1.65,56,19992,443,1,0
1.42,4325,276800,7085,1,3
1.3,3563,228032,42073,1,3
0.25,22,17886,443,1,0
13.03,1611,270648,22,1,2
4.37,80,100000,80,2,0
0.56,123,165189,443,2,0
0.55,144,117648,80,1,0
12.79,18501,1480080,80,1,1
1.01,25,12375,443,1,0
47.87,1489,425854,22,1,2
12.51,6359,553233,80,1,1
17.43,5938,403784,80,1,1
4.15,145,167765,443,2,0
4.86,82,13530,80,1,0
1.25,53,28249,80,1,0
3.99,62,11842,443,1,0
3.86,89,10769,80,1,0
1.9,2639,168896,19504,1,3
4.93,64,93760,443,2,0
2.25,43,18705,443,1,0
0.21,11,13673,80,2,0
3.31,10,3220,80,1,0
1.57,33,27324,80,2,0
4.11,104,51584,80,1,0
1.49,4470,286080,53162,1,3
4.63,86,20468,80,2,0
1.65,4087,261568,28504,1,3
18.53,969,249033,22,1,2
1.08,117,17433,443,2,0
0.86,1373,87872,12701,1,3
3.01,38,12844,443,2,0
42.17,1213,175885,22,1,2
2.86,41,20336,80,2,0
28.0,1453,164189,22,1,2
44.53,1273,206226,22,1,2
40.36,1248,358176,22,1,2
19.37,15252,1052388,80,1,1
2.13,69,41952,80,1,0
4.66,74,77478,80,2,0
1.37,90,127620,443,1,0
1.0,49,48020,80,2,0
3.0,17,12189,443,1,0
0.5,75,91875,80,1,0
0.57,3257,208448,58963,1,3
3.34,149,56918,443,2,0
16.96,1768,438464,22,1,2
3.91,117,118287,80,1,0
49.8,1264,251536,22,1,2
1.4,1198,76672,11843,1,3
0.9,84,101556,443,2,0
1.74,75,71025,443,1,0
12.65,10513,777962,80,1,1
1.68,123,99630,80,1,0
3.53,23,20746,80,2,0
1.11,16,8800,80,1,0
3.7,28,4900,443,2,0
1.87,120,80760,80,2,0
1.72,123,49569,80,2,0
2.91,104,33280,443,2,0
3.5,134,126898,443,2,0
1.69,2629,168256,45157,1,3
0.35,52,68172,80,2,0
0.82,2821,180544,41466,1,3
3.83,64,64768,443,2,0
0.51,53,13091,443,1,0
4.22,81,89343,443,2,0
0.88,27,34938,80,2,0
2.97,47,36425,443,2,0
4.02,125,60500,80,1,0
0.83,109,119137,443,2,0
3.39,146,15476,80,1,0
0.17,87,104661,443,2,0
4.89,130,15600,443,2,0
3.45,120,35640,80,1,0
12.84,19082,801444,80,1,1
1.55,144,26928,80,2,0
1.8,25,27275,80,2,0
1.9,1717,109888,11515,1,3
2.37,115,72680,443,1,0
3.84,46,30590,443,1,0
0.27,1698,108672,26001,1,3
3.67,148,137492,80,2,0
3.7,18,9450,443,2,0
4.56,57,41439,443,1,0
2.86,118,133104,443,2,0
1.81,47,27354,80,1,0
4.81,44,51172,80,2,0
3.83,114,115482,443,1,0
0.15,140,120680,80,1,0
1.16,2923,187072,45975,1,3
58.53,1093,289645,22,1,2
4.07,92,38548,443,2,0
4.01,147,113631,443,2,0
0.82,69,18975,80,1,0
1.84,102,115464,80,2,0
4.35,50,11950,80,1,0
3.6,88,23144,443,2,0
57.83,616,96096,22,1,2
3.56,74,5846,80,1,0
0.34,140,184940,443,1,0
4.84,104,33280,80,2,0
1.86,108,149796,80,2,0
46.75,1630,425430,22,1,2
15.37,10434,563436,80,1,1
13.92,19804,990200,80,1,1
0.83,90,48150,443,1,0
4.72,80,113760,443,2,0
1.44,129,116616,443,1,0
3.91,90,22950,443,2,0
2.17,106,11236,80,1,0
7.58,6724,477404,80,1,1
2.61,97,119795,80,1,0
0.96,99,109296,443,2,0
0.59,48,59376,443,1,0
2.31,100,117600,80,1,0
4.8,100,20900,443,1,0
0.24,1259,80576,25845,1,3
45.09,801,192240,22,1,2
0.71,1014,64896,59536,1,3
4.24,16,20112,443,1,0
1.67,122,13786,80,2,0
3.01,67,10854,80,1,0
3.02,87,107532,443,1,0
22.6,1317,210720,22,1,2
3.92,112,141792,80,2,0
1.46,121,76109,80,2,0
3.89,40,8320,80,2,0
1.6,15,4260,443,2,0
11.45,18548,908852,80,1,1
4.22,55,40700,80,2,0
2.02,63,88641,80,1,0
4.56,141,57669,80,2,0
1.28,52,69784,80,2,0
7.28,7214,656474,80,1,1
28.76,530,104940,22,1,2
1.51,4441,284224,57206,1,3
12.44,19947,1775283,80,1,1
1.15,18,24660,80,1,0
1.51,136,39848,80,1,0
1.37,72,41256,80,1,0
4.66,100,62000,80,1,0
52.43,1897,305417,22,1,2
2.02,67,82410,443,1,0
0.38,1712,109568,31063,1,3
2.73,34,40834,443,1,0
4.21,73,70810,80,1,0
0.55,96,135264,80,2,0
24.85,1336,160320,22,1,2
3.45,16,18656,80,2,0
2.43,49,23667,443,1,0
0.22,78,112866,80,2,0
0.5,98,138768,443,2,0
4.33,103,111137,443,2,0
7.76,6202,440342,80,1,1
0.21,62,48298,80,1,0
0.34,60,80580,80,2,0
3.54,63,12537,443,2,0
2.17,33,33990,443,1,0
14.62,12278,1227800,80,1,1
2.4,73,67452,80,2,0
4.75,128,17152,443,2,0
2.37,93,95790,80,1,0
0.61,1882,120448,39894,1,3
7.34,10938,590652,80,1,1
4.3,94,49820,80,2,0
0.38,53,19398,443,1,0
4.07,138,139656,80,2,0
5.85,19852,913192,80,1,1
0.49,91,61516,80,1,0
4.87,93,132246,80,1,0
0.81,17,21403,443,1,0
0.85,138,201894,443,1,0
0.21,105,82110,80,1,0
8.09,17906,1056454,80,1,1
3.72,141,105750,443,2,0
4.04,93,135222,80,1,0
